theta_deg,quantity,bin_lo,bin_hi,bin_center,n,q16,q84,sigma68,std,sigma,sigma_err
46,delta_pt_over_pt2_from_ratio,0.33388795848251285,0.3605239245697229,0.34695042464117004,121,-0.011668273655779446,0.015372901805860158,0.013520587730819803,0.024065356514829103,0.013520587730819803,0.0016009497244108958
46,delta_pt_over_pt2_from_ratio,0.3605239245697229,0.3892847791752955,0.3746284510865872,152,-0.010644987490487853,0.010898749660574567,0.01077186857553121,0.21692274261203087,0.01077186857553121,0.0009755151117904739
46,delta_pt_over_pt2_from_ratio,0.3892847791752955,0.42034003562571126,0.40451449658459815,181,-0.005819289405143333,0.00808211263939745,0.006950701022270392,0.07249179220808807,0.006950701022270392,0.0006398580403833245
46,delta_pt_over_pt2_from_ratio,0.42034003562571126,0.45387273020058777,0.43678470621354626,243,-0.005585708138755073,0.007380708957411272,0.006483208548083173,0.055209944197993084,0.006483208548083173,0.0005877714398306633
46,delta_pt_over_pt2_from_ratio,0.45387273020058777,0.4900805009284604,0.47162927705399293,327,-0.005203670455950541,0.006058826017015757,0.005631248236483148,0.01068113792134479,0.005631248236483148,0.000436247359918491
46,delta_pt_over_pt2_from_ratio,0.4900805009284604,0.5291767524436736,0.5092535791894756,373,-0.0037667745456317447,0.004889772538669206,0.004328273542150475,0.10143310690027438,0.004328273542150475,0.0003016704802931941
46,delta_pt_over_pt2_from_ratio,0.5291767524436736,0.5713919137699178,0.5498793661352831,428,-0.003595675569386494,0.004209786338330652,0.003902730953858573,0.08770598863934034,0.003902730953858573,0.00022909090506218282
46,delta_pt_over_pt2_from_ratio,0.5713919137699178,0.6169747964436537,0.5937460818293834,469,-0.002708861329257259,0.0045297752842960275,0.003619318306776643,0.04677684720100548,0.003619318306776643,0.00015647522418822522
46,delta_pt_over_pt2_from_ratio,0.6169747964436537,0.6661940609820518,0.641112271888764,551,-0.002536949133668551,0.0031709853009325565,0.0028539672173005536,0.06715745662052147,0.0028539672173005536,0.00014218247122826792
46,delta_pt_over_pt2_from_ratio,0.6661940609820518,0.7193398003386511,0.6922571074489768,618,-0.002009170417628261,0.003399772572629233,0.002704471495128747,0.012173476214972388,0.002704471495128747,9.163258559559969e-05
46,delta_pt_over_pt2_from_ratio,0.7193398003386511,0.776725249679449,0.7474820305682296,631,-0.002017548874477063,0.0028082150440820962,0.0024128819592795798,0.09292763376084501,0.0024128819592795798,0.00010527623620714676
46,delta_pt_over_pt2_from_ratio,0.776725249679449,0.838688632556658,0.8071125308938562,714,-0.0019075600504962708,0.0023647546297919006,0.0021361573401440857,0.04664791099308724,0.0021361573401440857,9.841780953044896e-05
46,delta_pt_over_pt2_from_ratio,0.838688632556658,0.9055951543612706,0.8715000640626424,766,-0.0018869450654716551,0.001949606125160722,0.0019182755953161888,0.058828001637825034,0.0019182755953161888,6.934023594316672e-05
46,delta_pt_over_pt2_from_ratio,0.9055951543612706,0.9778391548036279,0.941024123141849,819,-0.0015020289617731371,0.0016747578834416144,0.0015883934226073758,0.012648237418108738,0.0015883934226073758,6.495869740764236e-05
46,delta_pt_over_pt2_from_ratio,0.9778391548036279,1.055846432108478,1.0160944753197807,941,-0.0012585898942755573,0.0014697238284041463,0.0013641568613398517,0.006413900289623313,0.0013641568613398517,5.928211155631756e-05
46,delta_pt_over_pt2_from_ratio,1.055846432108478,1.1400767526230646,1.097153577028705,943,-0.001209972034251757,0.0014580445998011145,0.001334008317026436,0.029896379072262252,0.001334008317026436,5.187870394244491e-05
46,delta_pt_over_pt2_from_ratio,1.1400767526230646,1.231026560629618,1.1846791817345972,1079,-0.001019989014038147,0.0012976925630983356,0.0011588407885682413,0.04803206516324911,0.0011588407885682413,3.5481686192481886e-05
46,delta_pt_over_pt2_from_ratio,1.231026560629618,1.3292319043335674,1.279187155763733,1113,-0.0008264923928612563,0.001174166018079145,0.0010003292054702009,0.023593713082622585,0.0010003292054702009,3.2186269982499125e-05
