theta_deg,quantity,bin_lo,bin_hi,bin_center,n,q16,q84,sigma68,std,sigma,sigma_err
46,delta_phi_rad,0.49826035144478104,0.5318295896944989,0.5147714038968314,127,-0.0050643234016836,0.004274847149231841,0.004669585275457721,0.19736416238774931,0.004669585275457721,0.0004411078658351482
46,delta_phi_rad,0.5318295896944989,0.5676604844324338,0.5494530394141812,142,-0.004804193277409032,0.004627468627994248,0.0047158309527016405,0.2645157001052456,0.0047158309527016405,0.00044569780068580607
46,delta_phi_rad,0.5676604844324338,0.6059054099851234,0.5864712768349253,179,-0.004552295769550137,0.0022429935191869118,0.0033976446443685243,0.030273713576899865,0.0033976446443685243,0.0003356457817865899
46,delta_phi_rad,0.6059054099851234,0.6467270065773576,0.6259835397745739,234,-0.003955238460930266,0.003057061922495179,0.0035061501917127225,0.019813799191036888,0.0035061501917127225,0.00028348426882085633
46,delta_phi_rad,0.6467270065773576,0.6902988719753775,0.6681578579320627,280,-0.0032336609306034348,0.0026592244423223653,0.0029464426864629,0.010707954395592634,0.0029464426864629,0.00014953081610309077
46,delta_phi_rad,0.6902988719753775,0.7368062997280774,0.7131735816522117,335,-0.003419150173147445,0.0024340449284284958,0.0029265975507879703,0.018199704064960343,0.0029265975507879703,0.00016813685343766943
46,delta_phi_rad,0.7368062997280774,0.786447067145643,0.7612221446303176,364,-0.002773424011694328,0.002763571095453049,0.0027684975535736886,0.005506960738742058,0.0027684975535736886,0.00012955239232380743
46,delta_phi_rad,0.786447067145643,0.8394322763665895,0.8125078780023582,388,-0.0026582029461435686,0.00236202745821549,0.0025101152021795295,0.15949567228567288,0.0025101152021795295,0.00014508642098392388
46,delta_phi_rad,0.8394322763665895,0.8959872520899107,0.8672488792828037,423,-0.002157075369745227,0.0021467475573076966,0.002151911463526462,0.008641030563834367,0.002151911463526462,0.00010103911135726373
46,delta_phi_rad,0.8959872520899107,0.9563524997900372,0.9256779398452749,509,-0.0024126966017456297,0.0018292808038495511,0.0021209887027975904,0.10969303087884505,0.0021209887027975904,0.00013606113244644076
