theta_deg,quantity,bin_lo,bin_hi,bin_center,n,q16,q84,sigma68,std,sigma,sigma_err
46,delta_invpt,0.33388795848251285,0.3605239245697229,0.34695042464117004,121,-0.014784932923258777,0.011911397971617265,0.013348165447438021,0.023598108538582015,0.013348165447438021,0.0015528607753110962
46,delta_invpt,0.3605239245697229,0.3892847791752955,0.3746284510865872,152,-0.01066826612440316,0.010718844995120571,0.010693555559761866,33.81466799937682,0.010693555559761866,0.0009206786583652834
46,delta_invpt,0.3892847791752955,0.42034003562571126,0.40451449658459815,181,-0.007984228123078108,0.0057095688468551805,0.006846898484966644,0.11866164193930827,0.006846898484966644,0.0006993518885694563
46,delta_invpt,0.42034003562571126,0.45387273020058777,0.43678470621354626,243,-0.007227499327356952,0.005580955077099912,0.006404227202228432,0.078598694442983,0.006404227202228432,0.0006372109327481719
46,delta_invpt,0.45387273020058777,0.4900805009284604,0.47162927705399293,327,-0.005998064795129192,0.0053124257932235935,0.005655245294176393,0.010976097835389052,0.005655245294176393,0.00039632562434888216
46,delta_invpt,0.4900805009284604,0.5291767524436736,0.5092535791894756,373,-0.004868286483759902,0.0037296118554380796,0.004298949169598991,25.206194814254925,0.004298949169598991,0.00026301248323174674
46,delta_invpt,0.5291767524436736,0.5713919137699178,0.5498793661352831,428,-0.004200877469870372,0.0035543692552292153,0.0038776233625497938,17.8599422544378,0.0038776233625497938,0.0002590762545283455
46,delta_invpt,0.5713919137699178,0.6169747964436537,0.5937460818293834,469,-0.004503940528075683,0.0027272581482119134,0.0036155993381437983,0.09986243889938763,0.0036155993381437983,0.00016729325475252135
46,delta_invpt,0.6169747964436537,0.6661940609820518,0.641112271888764,551,-0.0031917982169686887,0.0025902450089259066,0.0028910216129472976,17.978262065591338,0.0028910216129472976,0.0001446372291511181
46,delta_invpt,0.6661940609820518,0.7193398003386511,0.6922571074489768,618,-0.003381785686124239,0.0020164290541137926,0.002699107370119016,0.012314839686533753,0.002699107370119016,0.00010354751812967137
46,delta_invpt,0.7193398003386511,0.776725249679449,0.7474820305682296,631,-0.002793545657552654,0.002033790602125407,0.0024136681298390305,52.797730234565606,0.0024136681298390305,0.00011311475003158491
46,delta_invpt,0.776725249679449,0.838688632556658,0.8071125308938562,714,-0.002348588678497547,0.0019069593372652792,0.002127774007881413,62.992827435544044,0.002127774007881413,8.367869042327986e-05
46,delta_invpt,0.838688632556658,0.9055951543612706,0.8715000640626424,766,-0.0019092518054700579,0.0019060893362417898,0.001907670570855924,87.43697401173587,0.001907670570855924,7.506234407965677e-05
46,delta_invpt,0.9055951543612706,0.9778391548036279,0.941024123141849,819,-0.0016650913221474362,0.001519259650995304,0.00159217548657137,0.018578831971225927,0.00159217548657137,6.57524848318925e-05
46,delta_invpt,0.9778391548036279,1.055846432108478,1.0160944753197807,941,-0.0014770438926676732,0.0012621354044593859,0.0013695896485635295,0.006724410401329475,0.0013695896485635295,4.9057214044028915e-05
46,delta_invpt,1.055846432108478,1.1400767526230646,1.097153577028705,943,-0.0014562105511154578,0.0012075855475455817,0.00133189804933052,57.44126044453185,0.00133189804933052,4.738315521371534e-05
46,delta_invpt,1.1400767526230646,1.231026560629618,1.1846791817345972,1079,-0.0013109538354124561,0.0010273582531519663,0.0011691560442822113,55.195763457769665,0.0011691560442822113,3.1421569004265705e-05
46,delta_invpt,1.231026560629618,1.3292319043335674,1.279187155763733,1113,-0.0011790237319902186,0.0008073207661725586,0.0009931722490813886,18.557170235066884,0.0009931722490813886,3.130848574914351e-05
46,delta_invpt,1.3292319043335674,1.4352715952729487,1.3812345187623059,1268,-0.0010860325908394542,0.0007185807037142311,0.0009023066472768427,34.22900505232566,0.0009023066472768427,2.3642917486815395e-05
46,delta_invpt,1.4352715952729487,1.5497706197701986,1.4914227267092046,1381,-0.0009043842428404946,0.0007492950682673306,0.0008268396555539126,61.71493092384635,0.0008268396555539126,2.353188022804783e-05
46,delta_invpt,1.5497706197701986,1.6734038225330818,1.610401216831667,1469,-0.0008187055612815808,0.0005999205629813927,0.0007093130621314867,1.6742229083218336,0.0007093130621314867,2.334768993223536e-05
46,delta_invpt,1.6734038225330818,1.8068998841154678,1.7388712353171543,1492,-0.0008052178210134242,0.0005079405042111197,0.000656579162612272,31.92183948243568,0.000656579162612272,1.9132039446064886e-05
46,delta_invpt,1.8068998841154678,1.9510456156806992,1.8775899703815653,1691,-0.0007327702505702361,0.0004822295101484462,0.0006074998803593412,15.176845530781218,0.0006074998803593412,1.3792241815854053e-05
46,delta_invpt,1.9510456156806992,2.1066905963803926,2.027375015053634,1880,-0.000639165451211341,0.00038821729815718953,0.0005136913746842653,85.50058314910956,0.0005136913746842653,1.61028717762586e-05
46,delta_invpt,2.1066905963803926,2.274752180680899,2.1891091859786806,1990,-0.0005735971448940291,0.00039654248730600636,0.0004850698161000177,48.537036984166186,0.0004850698161000177,1.2462873717106836e-05
46,delta_invpt,2.274752180680899,2.4562209051500283,2.3637457266432103,2100,-0.0005357599722634987,0.0003586965458857013,0.0004472282590746,76.00770963478006,0.0004472282590746,1.1729498714955533e-05
46,delta_invpt,2.4562209051500283,2.6521663265710864,2.5523139256876024,2360,-0.0004942715649590612,0.00032698469251601247,0.0004106281287375368,38.60551258700439,0.0004106281287375368,8.643429131479292e-06
46,delta_invpt,2.6521663265710864,2.8637433257933806,2.7559251834206053,2550,-0.0004345931874811937,0.0002996306375487156,0.00036711191251495465,57.96280017538634,0.00036711191251495465,8.694893248363487e-06
46,delta_invpt,2.8637433257933806,3.092198914473442,2.975779562291007,2811,-0.00041010867851059006,0.00026049883422608617,0.0003353037563683381,6.943370000827642,0.0003353037563683381,7.4321629233905585e-06
46,delta_invpt,3.092198914473442,3.338879584825129,3.213172859924253,3038,-0.000379822928587068,0.00026133631139981347,0.00032057961999344074,37.18260071417072,0.00032057961999344074,6.482026255802329e-06
46,delta_invpt,3.338879584825129,3.6052392456972284,3.469504246411701,3178,-0.00033926681350758157,0.000249339236671233,0.0002943030250894073,21.113254915451876,0.0002943030250894073,5.723967339329847e-06
46,delta_invpt,3.6052392456972284,3.892847791752956,3.746284510865872,3470,-0.00032104289067400596,0.00022455989222990304,0.0002728013914519545,71.89067849344023,0.0002728013914519545,5.135898178047529e-06
46,delta_invpt,3.892847791752956,4.203400356257113,4.045144965845982,3850,-0.00029160476600522013,0.00019684994194326007,0.0002442273539742401,53.56223847576363,0.0002442273539742401,4.607234834980718e-06
46,delta_invpt,4.203400356257113,4.538727302005878,4.367847062135462,4127,-0.00026717782045625806,0.00019420453465192274,0.0002306911775540904,26.482878463416554,0.0002306911775540904,3.890047861218039e-06
46,delta_invpt,4.538727302005878,4.9008050092846025,4.716292770539928,4512,-0.0002431141477932608,0.00017903837125374797,0.0002110762595235044,28.583215460136596,0.0002110762595235044,3.810180241201629e-06
46,delta_invpt,4.9008050092846025,5.291767524436736,5.092535791894755,4708,-0.00022935037874409424,0.00017063279494580522,0.00019999158684494973,31.956944649111353,0.00019999158684494973,3.1608957425763497e-06
46,delta_invpt,5.291767524436736,5.713919137699177,5.49879366135283,5246,-0.00022207360844876954,0.00015634954667176904,0.0001892115775602693,37.25045104175639,0.0001892115775602693,3.0734233438875755e-06
46,delta_invpt,5.713919137699177,6.169747964436537,5.937460818293832,5417,-0.00021031213554967732,0.00015455557027020946,0.00018243385290994338,70.71211355829779,0.00018243385290994338,2.733361178288938e-06
46,delta_invpt,6.169747964436537,6.661940609820516,6.411122718887639,5901,-0.0001973846854705641,0.00015003043406477956,0.00017370755976767183,44.26870451701533,0.00017370755976767183,2.8011266747116074e-06
46,delta_invpt,6.661940609820516,7.193398003386511,6.922571074489768,6048,-0.00017775095022368737,0.00014352627900994337,0.00016063861461681537,38.80560515883924,0.00016063861461681537,1.8679887579274354e-06
60,delta_invpt,0.3447709231280728,0.37227507948648914,0.358259155936221,148,-0.009842977720325479,0.007283817472395064,0.00856339759636027,0.009550321548035414,0.00856339759636027,0.0006218168069175168
60,delta_invpt,0.37227507948648914,0.4019733843830848,0.3868393382564213,179,-0.0072793163998559505,0.008850386002416211,0.008064851201136081,90.61848581295924,0.008064851201136081,0.000498325937749703
60,delta_invpt,0.4019733843830848,0.43404087637366423,0.4176995092605711,170,-0.006825209251503513,0.005203759932047574,0.006014484591775544,0.00750806388570133,0.006014484591775544,0.0006387490950210487
60,delta_invpt,0.43404087637366423,0.4686665577432347,0.45102155541603783,201,-0.00459203224393212,0.004541738855985855,0.004566885549958988,0.007213160362573439,0.004566885549958988,0.00032691531443763207
60,delta_invpt,0.4686665577432347,0.5060545084647701,0.4870018732126484,183,-0.00406932663775196,0.004642263607121942,0.00435579512243695,121.69395725717699,0.00435579512243695,0.000526088052834549
60,delta_invpt,0.5060545084647701,0.5464250890242166,0.525852526702086,192,-0.0038780015089964334,0.004768411441502156,0.004323206475249294,86.96570093465989,0.004323206475249294,0.0004393817270579487
60,delta_invpt,0.5464250890242166,0.5900162392010566,0.5678024973801813,173,-0.0034414424358810347,0.005010598033807649,0.004226020234844342,66.4786502876531,0.004226020234844342,0.000594381132013343
60,delta_invpt,0.5900162392010566,0.6370848804593057,0.6130990337787642,155,-0.0022880657139373907,0.003703812432935185,0.002995939073436288,88.46629583031427,0.002995939073436288,0.0005247184472303848
60,delta_invpt,0.6370848804593057,0.6879084302144762,0.662009108721427,347,-0.0021891497652030446,0.0024804986141333707,0.0023348241896682075,103.31038025979679,0.0023348241896682075,0.00020248672651728236
60,delta_invpt,0.6879084302144762,0.742786436901436,0.7148209928321012,459,-0.001858395409222604,0.002347709003866105,0.0021030522065443543,53.20017817702531,0.0021030522065443543,0.00016214114845382606
