theta_deg,quantity,bin_lo,bin_hi,bin_center,n,q16,q84,sigma68,std,sigma,sigma_err
46,delta_pt_over_pt,0.3605239245697229,0.3892847791752955,0.3746284510865872,158,-0.004386445319306887,0.004455721088739465,0.004421083204023176,0.019849273731708403,0.004421083204023176,0.0004599330890920119
46,delta_pt_over_pt,0.3892847791752955,0.42034003562571126,0.40451449658459815,214,-0.0023170923769362936,0.0039970393911278,0.003157065884032047,0.005626702896432735,0.003157065884032047,0.00020706943939443893
46,delta_pt_over_pt,0.42034003562571126,0.45387273020058777,0.43678470621354626,232,-0.002785433632002315,0.003400424546307564,0.0030929290891549394,0.004005381803174906,0.0030929290891549394,0.0001707554107235766
46,delta_pt_over_pt,0.45387273020058777,0.4900805009284604,0.47162927705399293,265,-0.0026475411767304946,0.0027608046116047347,0.0027041728941676144,0.0613119959198108,0.0027041728941676144,0.00018669242088890792
46,delta_pt_over_pt,0.4900805009284604,0.5291767524436736,0.5092535791894756,330,-0.002078350453665899,0.002660058817845154,0.0023692046357555265,0.05475810422625584,0.0023692046357555265,0.00015379556823067337
46,delta_pt_over_pt,0.5291767524436736,0.5713919137699178,0.5498793661352831,391,-0.0019354624597645695,0.0026450893558418427,0.0022902759078032063,0.003445808484001783,0.0022902759078032063,0.00013319778105090152
46,delta_pt_over_pt,0.5713919137699178,0.6169747964436537,0.5937460818293834,416,-0.0017718504298078763,0.0025278611408716036,0.00214985578533974,0.004834012349756414,0.00214985578533974,0.0001459893289922244
46,delta_pt_over_pt,0.6169747964436537,0.6661940609820518,0.641112271888764,538,-0.0016184542819283499,0.0023001101558224493,0.0019592822188753997,0.003195175350153642,0.0019592822188753997,8.188648101672582e-05
46,delta_pt_over_pt,0.6661940609820518,0.7193398003386511,0.6922571074489768,690,-0.0015590747931034097,0.0022476827887411084,0.001903378790922259,0.0025313844893604435,0.001903378790922259,7.1237766940176e-05
46,delta_pt_over_pt,0.7193398003386511,0.776725249679449,0.7474820305682296,661,-0.0011655361956443117,0.0022379865293229747,0.0017017613624836433,0.0028314705061598827,0.0017017613624836433,5.4941516820852575e-05
46,delta_pt_over_pt,0.776725249679449,0.838688632556658,0.8071125308938562,779,-0.0014055789556203905,0.0019769914157084815,0.001691285185664436,0.0025404392601349195,0.001691285185664436,7.056094615586861e-05
46,delta_pt_over_pt,0.838688632556658,0.9055951543612706,0.8715000640626424,867,-0.0013648606370840945,0.001727418996378218,0.0015461398167311564,0.002682584071621477,0.0015461398167311564,6.522184318711666e-05
46,delta_pt_over_pt,0.9055951543612706,0.9778391548036279,0.941024123141849,839,-0.001327301778065661,0.0015859530506002074,0.0014566274143329341,0.03470275037752283,0.0014566274143329341,4.5905862751563396e-05
46,delta_pt_over_pt,0.9778391548036279,1.055846432108478,1.0160944753197807,1016,-0.0014432633701626225,0.00145751710008039,0.0014503902351215062,0.0024482169811095122,0.0014503902351215062,4.118152499045553e-05
46,delta_pt_over_pt,1.055846432108478,1.1400767526230646,1.097153577028705,1029,-0.0012182300785880838,0.0014824117130766176,0.0013503208958323507,0.04424178480061846,0.0013503208958323507,4.884234363411278e-05
46,delta_pt_over_pt,1.1400767526230646,1.231026560629618,1.1846791817345972,1148,-0.0011822870227891147,0.001363287603878526,0.0012727873133338203,0.0025064242432973525,0.0012727873133338203,4.819096893089233e-05
46,delta_pt_over_pt,1.231026560629618,1.3292319043335674,1.279187155763733,1289,-0.0010085857655650528,0.0015652386023298492,0.0012869121839474509,0.02835272253345167,0.0012869121839474509,3.300917708749529e-05
46,delta_pt_over_pt,1.3292319043335674,1.4352715952729487,1.3812345187623059,1324,-0.0010194745341398513,0.0014202381437282534,0.0012198563389340523,0.002954075007461173,0.0012198563389340523,4.110030168098751e-05
46,delta_pt_over_pt,1.4352715952729487,1.5497706197701986,1.4914227267092046,1497,-0.0009284820367466201,0.001402635229237887,0.0011655586329922536,0.026152117879404337,0.0011655586329922536,3.9702415142518805e-05
46,delta_pt_over_pt,1.5497706197701986,1.6734038225330818,1.610401216831667,1567,-0.000951229724889751,0.0013576152435556383,0.0011544224842226947,0.025344711263361425,0.0011544224842226947,2.8584721742214482e-05
46,delta_pt_over_pt,1.6734038225330818,1.8068998841154678,1.7388712353171543,1655,-0.0008877756060349794,0.001309608351367467,0.0010986919787012233,0.003518151329261327,0.0010986919787012233,2.474892160321557e-05
46,delta_pt_over_pt,1.8068998841154678,1.9510456156806992,1.8775899703815653,1849,-0.0008800855669574552,0.0013153380872578853,0.0010977118271076702,0.0020441382199788295,0.0010977118271076702,3.427881379949431e-05
46,delta_pt_over_pt,1.9510456156806992,2.1066905963803926,2.027375015053634,1908,-0.0008487011300508411,0.0013911783467207158,0.0011199397383857784,0.003180591746740533,0.0011199397383857784,3.471104498274412e-05
46,delta_pt_over_pt,2.1066905963803926,2.274752180680899,2.1891091859786806,2122,-0.0008877729560698676,0.0012278185694813862,0.0010577957627756268,0.031056799274451062,0.0010577957627756268,2.6934341251982337e-05
46,delta_pt_over_pt,2.274752180680899,2.4562209051500283,2.3637457266432103,2323,-0.0007966821082815164,0.0011990447798500565,0.0009978634440657864,0.029704490785981478,0.0009978634440657864,2.808499270755909e-05
46,delta_pt_over_pt,2.4562209051500283,2.6521663265710864,2.5523139256876024,2628,-0.0007855261895274062,0.0011948587038071886,0.0009901924466672973,0.02075925651698187,0.0009901924466672973,2.2979794717120777e-05
46,delta_pt_over_pt,2.6521663265710864,2.8637433257933806,2.7559251834206053,2700,-0.000788194039389526,0.0012010140254147168,0.0009946040324021214,0.0025765866206825805,0.0009946040324021214,2.5261159188528107e-05
46,delta_pt_over_pt,2.8637433257933806,3.092198914473442,2.975779562291007,2941,-0.0007694390274609252,0.0011604743247953864,0.0009649566761281557,0.019407934658498587,0.0009649566761281557,2.0757833136594203e-05
46,delta_pt_over_pt,3.092198914473442,3.338879584825129,3.213172859924253,3076,-0.0008019641195780267,0.0011980961633889476,0.001000030141483487,0.0317666199634637,0.001000030141483487,2.308280845966685e-05
46,delta_pt_over_pt,3.338879584825129,3.6052392456972284,3.469504246411701,3464,-0.0008210379997230438,0.0011710168824510528,0.0009960274410870482,0.00456821867726186,0.0009960274410870482,1.857698856540989e-05
46,delta_pt_over_pt,3.6052392456972284,3.892847791752956,3.746284510865872,3709,-0.0007821705295741542,0.0012671979480039664,0.0010246842387890602,0.023721293591281074,0.0010246842387890602,1.9189505388013782e-05
46,delta_pt_over_pt,3.892847791752956,4.203400356257113,4.045144965845982,3865,-0.000744315576314015,0.0012105369430853977,0.0009774262596997064,0.023163076910269434,0.0009774262596997064,1.8648530292178074e-05
46,delta_pt_over_pt,4.203400356257113,4.538727302005878,4.367847062135462,4375,-0.0008445998350820704,0.0011663233198528904,0.0010054615774674803,0.015248730328387625,0.0010054615774674803,2.001157370246653e-05
46,delta_pt_over_pt,4.538727302005878,4.9008050092846025,4.716292770539928,4809,-0.0008314227689861217,0.0012166440091926915,0.0010240333890894067,0.03423480634444932,0.0010240333890894067,1.6503711374718332e-05
46,delta_pt_over_pt,4.9008050092846025,5.291767524436736,5.092535791894755,5120,-0.0008304045449715224,0.0011767727253441556,0.001003588635157839,0.02097013525545631,0.001003588635157839,1.7410452096002295e-05
46,delta_pt_over_pt,5.291767524436736,5.713919137699177,5.49879366135283,5612,-0.0008418655645440194,0.0012160440073804761,0.0010289547859622479,0.01915790250229583,0.0010289547859622479,1.4737070991837502e-05
46,delta_pt_over_pt,5.713919137699177,6.169747964436537,5.937460818293832,6015,-0.0008736533344407108,0.0011951070680664313,0.001034380201253571,0.026518005972925824,0.001034380201253571,1.6754636968787515e-05
46,delta_pt_over_pt,6.169747964436537,6.661940609820516,6.411122718887639,6360,-0.0009558078909210638,0.0012060333856131506,0.001080920638267107,0.026789038509914008,0.001080920638267107,1.608010872441936e-05
46,delta_pt_over_pt,6.661940609820516,7.193398003386511,6.922571074489768,6305,-0.0009449768108765688,0.0012430648776647478,0.0010940208442706584,0.028533771091860168,0.0010940208442706584,1.344420197161787e-05
60,delta_pt_over_pt,0.3447709231280728,0.37227507948648914,0.358259155936221,145,-0.002727689956193305,0.0030289602492263377,0.0028783251027098213,0.08297925285652825,0.0028783251027098213,0.0002181385815015717
60,delta_pt_over_pt,0.37227507948648914,0.4019733843830848,0.3868393382564213,137,-0.0023809160700269407,0.0030736337272691625,0.002727274898648052,0.12017847059089813,0.002727274898648052,0.000340766867165669
60,delta_pt_over_pt,0.4019733843830848,0.43404087637366423,0.4176995092605711,165,-0.0018885290460209272,0.002689403958030302,0.0022889665020256146,0.10952942140274459,0.0022889665020256146,0.00022002702403663097
60,delta_pt_over_pt,0.43404087637366423,0.4686665577432347,0.45102155541603783,170,-0.002933385166917011,0.0025020075473725944,0.002717696357144803,0.10771407184756057,0.002717696357144803,0.00024836805705453905
60,delta_pt_over_pt,0.4686665577432347,0.5060545084647701,0.4870018732126484,182,-0.002413777972746499,0.0025814154591188264,0.0024975967159326625,0.0114779357741264,0.0024975967159326625,0.000208849784834222
60,delta_pt_over_pt,0.5060545084647701,0.5464250890242166,0.525852526702086,235,-0.001824856662768248,0.0022692886351489408,0.0020470726489585944,0.12932923488516734,0.0020470726489585944,0.00019960261358696632
60,delta_pt_over_pt,0.5464250890242166,0.5900162392010566,0.5678024973801813,219,-0.002029212037641037,0.001880475515362137,0.001954843776501587,0.0941804640835355,0.001954843776501587,0.00019622969970648334
60,delta_pt_over_pt,0.5900162392010566,0.6370848804593057,0.6130990337787642,162,-0.0018190381587893359,0.001641726879995479,0.0017303825193924075,0.07839040995523143,0.0017303825193924075,0.0001929553258409713
60,delta_pt_over_pt,0.6370848804593057,0.6879084302144762,0.662009108721427,323,-0.0011051079746173234,0.0014841234436479519,0.0012946157091326376,0.07843259943174903,0.0012946157091326376,0.00012711698454796354
60,delta_pt_over_pt,0.6879084302144762,0.742786436901436,0.7148209928321012,481,-0.0012022793213131114,0.0014051210867569762,0.0013037002040350437,0.04562633600100704,0.0013037002040350437,6.226492492433966e-05
60,delta_pt_over_pt,0.742786436901436,0.802042345480069,0.7718459535705366,579,-0.0013861456916540132,0.0014455043122858855,0.0014158250019699493,0.003256068934061818,0.0014158250019699493,7.152308222251e-05
60,delta_pt_over_pt,0.802042345480069,0.8660254037844386,0.833420089808612,543,-0.0012107955792541977,0.0011849564140950885,0.0011978759966746431,0.042885671697799305,0.0011978759966746431,7.706261782093218e-05
60,delta_pt_over_pt,0.8660254037844386,0.9351127209512623,0.8999063127602684,564,-0.0010175686620362502,0.0013566556621435837,0.001187112162089917,0.04212437533074986,0.001187112162089917,5.820549684087569e-05
60,delta_pt_over_pt,0.9351127209512623,1.0097114900598556,0.9716964849404494,733,-0.000968335394671048,0.001170401761212966,0.001069368577942007,0.002344364636534231,0.001069368577942007,5.88116615607107e-05
60,delta_pt_over_pt,1.0097114900598556,1.0902613880835346,1.049213729759839,832,-0.0010391391901687526,0.0013149999921807604,0.0011770695911747565,0.003866185557454635,0.0011770695911747565,5.7358693942237856e-05
60,delta_pt_over_pt,1.0902613880835346,1.1772371672975321,1.1329149253678916,960,-0.0007918211398022847,0.0012429586640411465,0.0010173899019217155,0.002150805946222084,0.0010173899019217155,5.144146030777982e-05
60,delta_pt_over_pt,1.1772371672975321,1.2711514534169062,1.2232933974426003,1003,-0.0009074998440995427,0.0011378143584144245,0.0010226571012569837,0.03166033080655113,0.0010226571012569837,3.2225248888093095e-05
60,delta_pt_over_pt,1.2711514534169062,1.3725577669563436,1.3208818267979991,1126,-0.0007157075245552867,0.001201341126386936,0.0009585243254711113,0.001616308987192261,0.0009585243254711113,3.3847103142416445e-05
